ORDER_ID,USER_ID,ORDER_STATUS,TOTAL_AMOUNT,ORDER_DATES,ORDER_TIME
O00001563,U006754,returned,43.64,14-08-2025,45:32.2
O00001566,U005921,completed,6195.8,24-06-2025,04:02.2
O00001570,U002102,processing,152.3,09-10-2025,38:12.9
O00001605,U008745,processing,83.11,12-04-2024,18:32.7
O00001608,U008969,cancelled,79.96,05-09-2024,24:21.5
O00001611,U000854,cancelled,271.57,21-08-2024,04:02.3
O00001614,U003186,returned,435.57,13-07-2024,35:44.0
O00001617,U003529,shipped,187.25,28-06-2024,13:52.0
O00001621,U000373,shipped,432.67,11-10-2024,05:33.1
O00001624,U000919,returned,224.63,06-11-2024,43:41.3
O00001627,U004978,processing,635.26,03-10-2024,13:56.0
O00001630,U009491,shipped,273.48,05-05-2025,41:37.7
O00001633,U001320,returned,711.28,28-05-2024,48:50.6
O00001636,U007410,processing,676.91,21-02-2024,20:01.6
O00001639,U007736,processing,975.13,06-08-2025,50:27.0
O00001643,U001660,returned,159.43,14-02-2024,01:22.1
O00001646,U004464,processing,61.02,24-01-2024,16:18.2
O00001649,U006395,completed,1989.66,11-10-2024,46:51.4
O00001652,U000083,shipped,49.41,27-08-2025,01:39.1
O00001655,U007417,returned,2038.82,11-08-2024,58:25.5
O00001658,U002128,shipped,302.37,03-10-2025,36:02.0
O00001661,U003210,processing,171.47,02-04-2024,59:35.5
O00001664,U005333,processing,75.5,24-05-2025,30:33.5
O00001668,U001568,shipped,569.73,14-03-2025,25:12.8
O00001671,U009229,cancelled,578.11,12-09-2024,09:42.8
O00001674,U004063,cancelled,46.36,11-04-2024,14:23.8
O00001677,U005353,returned,558.78,26-07-2024,23:02.9
O00001680,U006430,processing,188.36,22-04-2024,43:59.7
O00001683,U003220,cancelled,176.48,25-08-2025,25:21.5
O00001718,U005517,shipped,504.18,01-06-2025,49:55.9
O00001721,U009371,cancelled,237.77,11-12-2024,56:47.0
O00001724,U007185,completed,1273.36,05-05-2024,50:25.0
O00001727,U009783,shipped,112.2,21-05-2024,16:20.9
O00001731,U000362,processing,63.96,09-11-2025,04:46.4
O00001734,U008198,cancelled,52.92,09-02-2025,15:08.8
O00001737,U006071,cancelled,32.42,01-05-2024,14:44.7
O00001740,U008091,shipped,123.72,04-08-2024,31:09.4
O00001743,U002895,processing,1416.66,30-09-2024,02:16.4
O00001746,U008335,returned,956.68,11-03-2024,26:12.7
O00001749,U007115,cancelled,91.54,25-07-2025,06:31.7
O00001752,U002628,completed,105.36,28-01-2025,13:54.2
O00001756,U008291,returned,139.45,23-10-2024,49:39.9
O00001759,U007319,shipped,30.26,26-01-2024,35:41.2
O00001762,U004208,cancelled,494.94,12-12-2024,58:34.2
O00001765,U000973,returned,195.3,06-04-2025,18:26.4
O00001768,U004865,returned,1129.44,26-01-2024,17:44.1
O00001771,U001221,shipped,187.33,04-01-2024,09:12.0
O00001774,U007615,shipped,454.71,05-01-2025,31:45.0
O00001777,U002972,completed,1322.13,28-05-2025,59:00.8
O00001780,U008582,returned,1351.78,01-07-2025,42:17.5
O00001784,U000074,cancelled,2571.53,13-01-2025,21:02.6
O00001787,U007055,completed,5.11,01-02-2024,37:36.3
O00001790,U001843,processing,4850.64,05-11-2025,42:48.2
O00001793,U007522,returned,27.08,17-04-2025,23:50.7
O00001796,U004137,shipped,599.32,23-04-2025,59:51.6
O00001832,U009862,completed,1895.52,24-07-2025,45:07.1
O00001835,U003177,processing,381.12,21-06-2025,02:15.6
O00001838,U007561,shipped,3759.4,16-04-2024,53:24.9
O00001841,U004003,cancelled,74.5,15-02-2024,31:33.2
O00001844,U004992,cancelled,200.33,15-07-2024,09:38.2
O00001848,U008975,cancelled,238.8,02-09-2025,30:29.5
O00001851,U007783,processing,865.91,13-04-2024,03:33.0
O00001854,U004598,completed,526.8,25-07-2024,06:37.7
O00001857,U005764,completed,717.85,18-06-2024,16:52.8
O00001860,U000416,completed,258.37,16-03-2024,21:03.0
O00001863,U003498,completed,214.66,19-02-2025,08:21.6
O00001867,U003789,returned,278.13,21-10-2024,12:25.3
O00001870,U009793,shipped,128.9,10-12-2024,00:17.7
O00001873,U003375,returned,482.88,06-10-2025,06:25.5
O00001876,U007231,shipped,461.56,08-09-2024,20:59.6
O00001879,U003773,completed,154.05,27-08-2025,48:41.0
O00001882,U008282,shipped,29.68,13-11-2024,23:48.3
O00001885,U009270,cancelled,427.91,18-07-2024,04:36.0
O00001888,U008005,completed,1648.71,16-01-2025,34:17.3
O00001891,U006684,returned,475.65,11-06-2025,09:23.5
O00001895,U004476,shipped,1533.86,13-11-2025,03:11.2
O00001898,U000036,shipped,126.37,16-09-2024,44:30.5
O00001901,U002663,shipped,60.14,01-10-2025,21:51.3
O00001904,U003724,shipped,151.39,17-08-2025,51:54.5
O00001907,U007161,returned,180.49,07-10-2025,07:38.8
O00001910,U000046,processing,638.5,27-01-2025,02:24.2
O00001946,U001081,returned,44.33,28-02-2025,50:25.2
O00001949,U004717,processing,2002.77,30-08-2025,46:42.9
O00001952,U005570,processing,177.33,26-04-2024,07:33.4
O00001956,U007818,shipped,919.85,23-09-2025,18:49.0
O00001959,U000003,completed,1018.29,12-09-2025,03:13.3
O00001962,U005249,cancelled,2150.76,09-08-2024,50:48.2
O00001965,U004062,shipped,109.86,29-03-2024,15:41.7
O00001968,U002436,completed,36.92,20-04-2025,27:19.2
O00001971,U004581,completed,374.97,06-03-2024,13:31.3
O00001974,U009109,completed,1072.83,23-09-2025,14:24.9
O00001977,U003095,processing,46.64,22-05-2024,35:21.6
O00001981,U007905,cancelled,496.67,19-01-2024,38:43.5
O00001984,U008401,completed,884.41,04-01-2025,44:46.0
O00001987,U001087,returned,408.2,12-07-2025,18:19.0
O00001990,U008724,returned,74.08,21-03-2024,52:32.4
O00001993,U008163,processing,64.52,07-08-2024,55:25.1
O00001996,U005217,processing,41.51,01-09-2025,20:54.0
O00001999,U000684,returned,771.5,06-07-2025,59:39.2
O00002003,U008528,cancelled,2846.32,08-05-2025,05:33.4
O00002006,U003062,completed,118.08,07-07-2025,50:33.3
O00002009,U006310,returned,1748.42,13-07-2024,50:53.7
O00002012,U004691,processing,2422.31,09-08-2025,32:33.5
O00002015,U006382,returned,2617.21,22-05-2025,27:36.5
O00002018,U001182,cancelled,58.83,11-06-2025,46:27.3
O00002021,U002002,shipped,1916.35,19-04-2024,03:56.8
O00002058,U000757,shipped,61.14,09-02-2024,58:17.7
O00002061,U009343,shipped,365.24,10-08-2024,51:01.0
O00002064,U001734,processing,588.66,26-08-2024,29:37.7
O00002068,U004810,returned,632.68,13-10-2025,09:41.2
O00002071,U008806,processing,145.01,19-07-2024,27:58.3
O00002074,U005767,shipped,77.63,26-10-2024,27:56.3
O00002077,U001286,cancelled,57.13,07-03-2025,32:57.1
O00002080,U004033,processing,194.02,08-02-2024,07:14.0
O00002083,U004636,completed,422.35,06-08-2025,28:07.5
O00002086,U002438,shipped,664.74,22-02-2024,46:59.5
O00002089,U006077,completed,496.2,22-01-2024,15:16.3
O00002093,U003542,completed,234.57,30-06-2025,05:09.8
O00002096,U006885,shipped,98.46,20-04-2024,46:54.8
O00002099,U000044,cancelled,191.11,28-03-2024,20:19.3
O00002102,U008770,completed,3724.27,23-02-2024,54:34.7
O00002105,U006263,returned,176.48,06-05-2025,38:57.5
O00002108,U006642,cancelled,1187.64,18-06-2025,02:06.4
O00002111,U004460,shipped,380.96,30-04-2024,35:57.3
O00002114,U009587,completed,673.43,16-11-2024,37:19.1
O00002118,U002836,shipped,2577.9,16-04-2025,56:52.7
O00002121,U002852,cancelled,67.52,13-10-2024,04:47.2
O00002124,U007224,returned,125.28,04-02-2025,39:43.6
O00002127,U008190,cancelled,521.26,18-08-2024,25:00.5
O00002130,U007924,cancelled,734.26,31-12-2024,40:32.3
O00002133,U008276,returned,636.71,05-09-2025,52:42.5
O00002168,U006641,processing,512.88,26-07-2024,42:22.4
O00002171,U004772,shipped,942.86,31-05-2024,42:21.0
O00002174,U006492,returned,38.32,04-07-2024,17:58.9
O00002177,U007160,returned,779.82,16-02-2025,44:49.2
O00002181,U005321,processing,485.36,21-09-2024,38:01.1
O00002184,U001198,shipped,250.41,03-08-2024,41:42.7
O00002187,U008316,cancelled,856.9,11-03-2024,13:50.6
O00002190,U003279,cancelled,98.34,17-03-2024,21:58.8
O00002193,U001311,shipped,95.19,06-03-2025,25:39.2
O00002196,U002010,shipped,1385.18,16-05-2024,15:42.5
O00002199,U000088,returned,99.23,04-07-2025,53:42.6
O00002202,U002821,completed,47.96,06-07-2024,35:06.1
O00002205,U000339,shipped,94.95,15-10-2024,47:55.9
O00002209,U001784,returned,956.65,22-08-2024,15:54.9
O00002212,U009647,processing,462.62,06-05-2025,48:06.9
O00002215,U001300,shipped,441.01,02-06-2024,24:45.0
O00002218,U004031,shipped,25.77,19-08-2024,56:52.3
O00002221,U003194,completed,103.51,11-08-2024,44:15.6
O00002224,U002513,processing,240.64,26-10-2025,49:31.5
O00002227,U004143,cancelled,84.2,13-04-2025,51:59.2
O00002230,U003011,cancelled,3116.49,19-04-2025,40:20.9
O00002234,U004537,completed,508.7,26-04-2025,27:52.9
O00002237,U009510,completed,1457.49,04-07-2024,43:03.9
O00002240,U009661,cancelled,251.96,25-08-2024,48:16.7
O00002243,U002696,completed,25.97,11-02-2025,28:16.9
O00002246,U008269,shipped,561.27,27-02-2025,38:35.9
O00002283,U002227,shipped,180.7,27-08-2025,57:01.1
O00002286,U009987,completed,9.81,07-01-2024,33:44.0
O00002290,U007434,completed,47.18,15-11-2024,27:18.0
O00002293,U002190,returned,54.28,22-03-2025,56:48.4
O00002296,U007393,shipped,1558.73,28-09-2024,13:23.0
O00002299,U009174,shipped,71.85,08-11-2024,12:53.8
O00002302,U003739,returned,23.76,16-06-2025,38:17.9
O00002305,U002053,processing,260.33,18-02-2025,45:55.3
O00002308,U007430,completed,148.89,06-08-2024,28:08.4
O00002311,U004522,cancelled,1017.19,18-12-2024,20:41.5
O00002314,U009414,shipped,329.46,28-08-2024,08:29.5
O00002318,U006268,shipped,925.24,27-04-2025,34:08.8
O00002321,U003728,returned,599.6,26-05-2024,36:25.1
O00002324,U007834,processing,131.23,17-09-2024,27:52.5
O00002327,U006673,shipped,92.38,20-07-2025,43:10.2
O00002330,U000233,shipped,76.4,17-10-2025,00:05.6
O00002333,U008945,processing,127.21,19-02-2025,57:26.6
O00002336,U007418,processing,309.57,03-05-2025,45:41.2
O00002339,U003209,completed,205.98,09-02-2024,48:25.8
O00002343,U006810,completed,1181.36,15-10-2024,38:46.0
O00002346,U009970,cancelled,873.89,13-06-2024,49:16.1
O00002349,U007891,processing,48.4,10-02-2025,26:17.1
O00002352,U005460,shipped,273.91,23-03-2024,48:57.1
O00002355,U006857,shipped,300.24,06-10-2025,13:02.0
O00002358,U003640,shipped,210.39,18-04-2025,53:41.9
O00002395,U006210,shipped,399.56,04-07-2025,43:01.1
O00002398,U000112,shipped,234.41,11-01-2025,25:47.4
O00002402,U005950,processing,183.35,27-11-2024,42:26.3
O00002405,U006937,shipped,690.36,07-10-2025,43:51.0
O00002408,U003239,cancelled,957.45,01-04-2025,02:15.3
O00002411,U009375,returned,594.19,17-03-2025,26:21.2
O00002414,U009164,processing,197.97,07-02-2025,49:06.4
O00002417,U004030,processing,3072.82,04-06-2024,08:09.0
O00002421,U009022,completed,147.71,16-08-2024,32:12.6
O00002424,U003359,cancelled,213.11,04-05-2024,27:23.3
O00002427,U004287,completed,718.4,16-09-2025,39:43.0
O00002430,U004821,returned,227.36,02-07-2025,40:17.8
O00002433,U003175,returned,1026.74,14-10-2025,48:33.9
O00002436,U002962,cancelled,1159.41,06-08-2024,45:45.8
O00002439,U009614,shipped,9.97,25-09-2025,18:12.3
O00002442,U004705,returned,656.95,06-03-2024,53:57.0
O00002446,U001162,shipped,521.7,06-12-2024,17:46.9
O00002449,U008197,completed,215.6,02-11-2025,13:08.8
O00002452,U000674,shipped,345.2,07-01-2024,43:07.9
O00002455,U002460,completed,87.46,12-04-2024,46:29.8
O00002458,U007548,cancelled,50.96,25-06-2025,32:54.4
O00002461,U002258,processing,55.82,29-07-2024,19:35.3
O00002464,U005659,completed,1007.03,15-02-2024,52:57.8
O00002467,U002011,returned,163.19,07-07-2024,33:11.7
O00002471,U006541,processing,163.54,16-01-2024,42:14.5
O00002507,U000022,returned,370.9,05-09-2024,35:50.6
O00002510,U004912,shipped,341.88,29-10-2025,37:16.5
O00002514,U006272,processing,441.33,04-01-2025,43:32.4
O00002517,U007375,completed,200.4,02-08-2025,15:10.8
O00002520,U005871,cancelled,101.99,01-01-2024,08:22.7
O00002523,U000181,processing,72.08,12-10-2025,34:19.6
O00002526,U006508,completed,1588.08,13-06-2025,35:13.2
O00002529,U006550,returned,65.56,29-09-2025,36:19.2
O00002532,U008787,returned,493.86,13-03-2025,09:44.1
O00002536,U005859,shipped,238.04,17-12-2024,39:16.8
O00002539,U000615,shipped,348.1,13-09-2024,05:34.5
O00002542,U000180,cancelled,1137.23,21-09-2024,21:25.7
O00002545,U002910,shipped,30.52,14-04-2025,38:45.6
O00002548,U009863,cancelled,7.92,07-10-2024,44:55.4
O00002551,U007904,processing,110.98,19-08-2024,49:09.0
O00002554,U004817,shipped,950.75,04-03-2025,15:28.2
O00002557,U006611,shipped,155.39,24-07-2025,43:48.7
O00002560,U009842,cancelled,1452.55,22-06-2024,43:12.2
O00002564,U002390,shipped,1781.38,28-07-2024,10:13.4
O00002567,U006169,completed,914.83,12-06-2024,51:20.9
O00002570,U006765,returned,74.46,26-04-2024,16:48.8
O00002573,U003703,completed,289.14,02-08-2025,01:06.8
O00002576,U000659,shipped,798.14,17-10-2025,06:34.5
O00002579,U005808,cancelled,488.69,21-01-2024,34:55.8
O00002582,U002404,shipped,157.51,30-01-2024,51:39.8
O00002618,U003196,processing,206.86,24-06-2024,55:26.3
O00002621,U003007,shipped,358.5,16-10-2024,07:35.4
O00002624,U006947,completed,359.12,17-02-2025,48:16.5
O00002628,U005544,shipped,152.1,22-04-2025,31:57.7
O00002631,U001824,processing,117.48,20-07-2025,40:48.6
O00002634,U009437,completed,101.97,14-01-2025,38:33.5
O00002637,U001884,completed,476.01,31-07-2025,57:21.2
O00002640,U005516,cancelled,715.38,29-04-2024,21:12.6
O00002643,U001466,returned,197.28,23-04-2024,54:17.4
O00002646,U003829,completed,999.2,26-05-2024,03:33.8
O00002650,U000829,completed,3626.14,05-07-2025,05:04.2
O00002653,U008594,cancelled,1130.2,21-06-2024,17:09.8
O00002656,U008019,cancelled,581.33,12-08-2024,50:08.1
O00002659,U001747,completed,479.14,27-02-2024,56:29.4
O00002662,U008133,processing,70.23,10-06-2025,34:16.8
O00002665,U005059,completed,234.25,03-10-2025,22:50.6
O00002669,U008755,cancelled,2130.25,24-04-2024,52:16.9
O00002672,U000404,processing,92.8,06-02-2024,10:22.5
O00002675,U004254,shipped,720.58,22-01-2024,09:30.3
O00002678,U003413,completed,1728.38,30-08-2025,47:31.2
O00002681,U006416,returned,114.34,03-03-2025,38:03.0
O00002684,U006948,cancelled,202.56,02-12-2024,55:01.0
O00002687,U005847,shipped,957.88,24-08-2024,24:31.8
O00002690,U000599,processing,362.27,27-05-2024,11:56.8
O00002694,U009794,completed,50.01,25-04-2024,39:18.9
O00002731,U009318,completed,349.03,14-04-2025,34:18.5
O00002735,U008202,processing,1092.71,01-01-2025,44:35.5
O00002738,U005171,completed,1065.91,02-08-2024,32:29.3
O00002741,U007790,returned,448.63,30-10-2024,33:46.5
O00002744,U001101,cancelled,29.43,15-07-2025,11:44.5
O00002747,U005050,completed,148.73,03-12-2024,12:07.3
O00002750,U006523,completed,503.48,01-09-2024,59:12.8
O00002753,U002054,cancelled,143.52,20-11-2024,30:33.5
O00002757,U009618,processing,569.82,10-11-2024,21:16.6
O00002760,U005688,returned,73.78,01-01-2024,38:16.5
O00002763,U009554,shipped,1077.3,25-04-2024,53:02.4
O00002766,U002890,cancelled,48.77,05-04-2024,34:20.0
O00002769,U009529,completed,576.97,15-06-2024,28:41.6
O00002772,U008978,completed,65.61,11-08-2025,04:20.0
O00002775,U006654,processing,395.69,10-03-2025,03:16.7
O00002779,U003571,processing,11.58,15-06-2025,41:08.0
O00002782,U007201,shipped,148.87,10-02-2024,52:34.6
O00002785,U004612,completed,435.35,09-08-2024,16:40.0
O00002788,U003320,shipped,180.3,31-03-2025,01:23.3
O00002791,U003671,completed,371.53,19-10-2025,08:35.5
O00002794,U000262,processing,1517.11,16-09-2025,16:49.3
O00002797,U004182,processing,60.18,23-03-2025,21:26.1
O00002801,U000684,completed,1036.33,28-07-2024,31:35.7
O00002804,U000401,processing,32.46,13-03-2024,14:47.7
O00002807,U000747,cancelled,283.11,26-08-2024,49:18.4
O00002843,U005033,cancelled,81.87,30-12-2024,15:16.8
O00002846,U001854,shipped,3.69,21-05-2025,00:50.9
O00002849,U003576,completed,49.21,21-09-2024,36:30.2
O00002852,U002772,processing,508.49,03-08-2025,12:35.6
O00002856,U006919,processing,428.86,27-09-2025,49:26.6
O00002859,U002911,completed,158.99,19-05-2024,36:17.7
O00002862,U009596,completed,498.14,03-09-2025,02:56.5
O00002865,U003670,returned,127.42,14-06-2024,12:43.0
O00002868,U000286,returned,8.25,14-12-2024,36:00.2
O00002871,U009345,returned,219.58,07-07-2024,53:25.3
O00002875,U005045,shipped,548.83,22-04-2025,04:14.5
O00002878,U009697,cancelled,561.48,02-05-2024,58:36.7
O00002881,U004139,shipped,502.86,09-05-2025,26:39.0
O00002884,U002830,processing,1089.14,09-11-2025,30:21.9
O00002887,U007483,completed,2768.16,08-11-2025,37:07.3
O00002890,U003304,cancelled,119.81,27-07-2024,11:41.0
O00002893,U005007,returned,126.86,12-09-2024,55:33.6
O00002896,U005797,cancelled,426.5,01-05-2024,02:18.6
O00002900,U002788,completed,1418.75,26-06-2024,44:15.0
O00002903,U004749,shipped,106.81,01-04-2025,44:00.2
O00002906,U000514,completed,452.88,05-10-2024,09:20.0
O00002909,U003240,completed,736.91,18-07-2024,13:01.3
O00002912,U000854,cancelled,311.96,11-01-2024,36:24.6
O00002915,U004014,shipped,49.48,05-10-2024,39:36.3
O00002918,U004176,completed,212.46,11-12-2024,43:27.8
O00002955,U005995,completed,213.62,18-10-2024,10:43.1
O00002959,U005183,shipped,170.53,22-05-2025,12:37.8
O00002962,U001777,shipped,466.15,26-03-2025,48:00.8
O00002965,U009814,processing,106.32,03-08-2025,55:00.6
O00002968,U008434,returned,302.09,29-03-2024,58:18.1
O00002971,U007256,completed,57.18,01-11-2025,27:37.4
O00002974,U000368,completed,1493.61,03-08-2025,56:19.5
O00002977,U008345,completed,273,27-06-2025,46:07.1
O00002980,U001173,returned,27.19,06-10-2024,05:08.2
O00002984,U008095,shipped,1075.65,14-05-2024,18:12.8
O00002987,U008761,cancelled,722.89,14-07-2025,37:24.1
O00002990,U001435,completed,349.64,24-10-2025,38:21.8
O00002993,U007771,cancelled,54.93,07-02-2024,29:48.4
O00002996,U008424,processing,55.76,07-10-2025,30:46.5
O00002999,U007351,shipped,396.76,13-04-2025,27:20.6
O00003002,U002834,cancelled,739.49,20-10-2024,49:51.1
O00003005,U005504,processing,243.33,29-01-2025,53:05.6
O00003009,U002715,processing,557.04,21-05-2024,42:10.3
O00003012,U002439,processing,45.28,03-03-2025,27:31.4
O00003015,U008529,cancelled,423.16,11-03-2025,08:14.9
O00003018,U006435,shipped,588.32,30-04-2025,05:31.0
O00003021,U008551,cancelled,292.09,13-12-2024,51:28.1
O00003024,U007016,cancelled,10.2,11-09-2024,20:43.0
O00003028,U006049,completed,569.65,10-11-2024,56:16.0
O00003031,U008581,completed,510.98,23-05-2025,33:14.6
O00003065,U007787,cancelled,305.47,06-10-2025,40:16.6
O00003068,U002157,cancelled,118.82,02-07-2024,06:28.6
O00003071,U004892,cancelled,133.58,10-04-2025,58:04.3
O00003075,U009829,cancelled,755.76,24-09-2024,46:35.9
O00003078,U009876,shipped,517.53,17-05-2024,01:08.6
O00003081,U000407,cancelled,985.28,24-11-2024,16:25.6
O00003084,U009071,completed,1205.86,21-09-2024,45:33.0
O00003087,U005723,completed,959.75,21-09-2024,18:47.0
O00003090,U000577,cancelled,300.24,18-01-2024,40:24.0
O00003093,U009641,cancelled,361.35,23-10-2025,36:06.4
O00003097,U002117,cancelled,555.03,02-04-2025,35:37.5
O00003100,U002189,shipped,827.39,23-11-2024,04:32.5
O00003103,U007434,cancelled,1859.74,01-04-2024,13:10.9
O00003106,U003602,completed,1460.84,10-09-2025,09:07.5
O00003109,U000734,returned,369.87,08-04-2024,02:20.2
O00003112,U008182,completed,590.62,07-10-2024,42:36.7
O00003115,U002215,returned,633.09,07-11-2024,52:20.4
O00003119,U000044,completed,139.64,25-10-2025,37:02.1
O00003122,U007766,returned,82.15,03-12-2024,55:19.4
O00003125,U001075,returned,1312.02,24-01-2025,37:48.9
O00003128,U002871,returned,922.47,12-01-2025,14:32.3
O00003131,U004190,cancelled,92.91,27-08-2024,17:07.8
O00003134,U009391,processing,50.96,05-09-2024,54:26.3
O00003137,U002419,returned,393.85,24-04-2025,07:17.9
O00003140,U005597,processing,540.68,28-06-2024,05:28.1
O00003144,U005446,cancelled,391.77,21-01-2024,35:58.5
O00003178,U007774,shipped,800.84,26-02-2024,33:34.4
O00003181,U007998,returned,1059.52,11-11-2024,48:52.5
O00003184,U000174,processing,873.1,03-07-2024,07:46.1
O00003187,U007687,shipped,1778.14,13-01-2024,33:12.5
O00003190,U004599,cancelled,2348.45,18-06-2025,38:52.5
O00003194,U003773,processing,267.16,21-02-2025,05:39.8
O00003197,U002956,returned,182.96,22-01-2025,17:01.0
O00003200,U005408,completed,311.83,26-07-2024,52:40.7
O00003203,U006696,cancelled,6340.4,18-01-2024,10:34.6
O00003206,U008746,returned,560.16,28-04-2025,09:34.2
O00003209,U005494,processing,983.65,24-03-2024,07:25.4
O00003213,U008886,cancelled,155.34,01-02-2025,52:45.3
O00003216,U002660,returned,542.31,12-11-2025,40:00.4
O00003219,U004497,shipped,431.07,10-05-2024,53:40.7
O00003222,U002240,shipped,708.98,16-08-2025,41:17.6
O00003225,U004371,shipped,970.78,12-03-2025,11:59.0
O00003228,U002545,cancelled,302.45,12-08-2024,39:16.3
O00003231,U006719,processing,1262.82,07-05-2024,47:22.5
O00003234,U004716,completed,236.66,15-03-2025,04:17.7
O00003238,U003481,completed,1193.28,01-01-2025,16:03.8
O00003241,U008685,completed,1989.5,02-09-2025,13:32.9
O00003244,U006513,returned,313.89,09-08-2024,46:20.9
O00003247,U007019,returned,321.48,19-03-2025,29:33.3
O00003250,U000650,completed,519.22,11-03-2024,21:45.2
O00003253,U007635,returned,130.87,05-10-2025,56:05.1
O00003256,U003263,cancelled,180.9,19-06-2025,42:45.9
O00003293,U006397,processing,1403.85,27-01-2024,27:59.9
O00003296,U002223,completed,556.38,21-04-2024,50:06.2
O00003300,U002278,completed,490.31,17-04-2024,08:05.8
O00003303,U007924,cancelled,102.1,08-09-2024,46:41.3
O00003306,U008601,completed,137.82,30-04-2025,28:09.3
O00003309,U002156,shipped,155.15,27-02-2024,43:45.4
O00003312,U002208,processing,508.65,29-01-2024,41:51.1
O00003315,U007584,returned,49.09,18-09-2025,33:59.4
O00003318,U002845,cancelled,356.88,18-07-2025,32:50.6
O00003322,U005473,processing,799.96,15-06-2025,40:05.8
O00003325,U005972,returned,529.06,14-01-2024,31:43.3
O00003328,U007789,cancelled,372.96,02-09-2025,48:07.7
O00003331,U004894,processing,301.06,15-02-2024,33:54.8
O00003334,U002303,cancelled,346.58,28-08-2025,22:08.1
O00003337,U000948,returned,145.92,21-07-2024,56:22.7
O00003341,U001088,shipped,2142.16,04-09-2025,16:20.6
O00003344,U008342,cancelled,219.72,19-03-2024,36:21.0
O00003347,U006660,shipped,406.13,05-07-2024,48:24.6
O00003350,U003907,returned,62.75,18-07-2024,06:22.0
O00003353,U001800,returned,1436.38,11-03-2025,38:26.8
O00003356,U009085,processing,37.59,25-09-2025,31:24.3
O00003359,U000357,completed,2171.31,04-09-2024,17:15.9
O00003362,U001691,returned,1587.18,21-07-2024,14:07.8
O00003365,U004994,completed,256.25,25-10-2025,18:16.0
O00003369,U007369,completed,9.97,16-11-2024,06:48.8
O00003405,U008027,completed,173.97,14-11-2024,29:46.3
O00003409,U001654,processing,69.5,09-11-2025,25:59.0
O00003412,U005638,processing,160.07,31-03-2024,42:41.6
O00003415,U000061,cancelled,378.6,13-09-2025,44:50.1
O00003418,U008387,returned,569.52,01-09-2025,11:49.3
O00003421,U003432,cancelled,831.94,21-10-2025,40:46.3
O00003424,U008949,shipped,806.28,13-05-2025,34:20.9
O00003427,U008279,returned,213,24-08-2024,36:16.5
O00003431,U006158,returned,347.36,09-02-2025,17:51.0
O00003434,U001826,cancelled,54.48,13-08-2024,37:46.5
O00003437,U002063,processing,599.6,16-11-2024,02:03.7
O00003440,U009220,returned,120.05,02-09-2025,22:07.2
O00003443,U000926,cancelled,55.76,14-02-2025,52:34.7
O00003446,U007884,returned,166.22,27-05-2025,24:37.6
O00003449,U002681,processing,922.83,22-06-2024,17:14.9
O00003453,U006839,returned,184.42,14-11-2024,33:37.3
O00003456,U003262,shipped,130.26,04-03-2024,00:06.9
O00003459,U007528,processing,116.62,07-02-2025,49:51.5
O00003462,U004961,shipped,164.35,22-06-2025,41:01.9
O00003465,U001806,cancelled,42.5,18-01-2024,34:40.9
O00003468,U000858,shipped,56.6,25-11-2024,59:08.9
O00003471,U007607,processing,220.44,12-06-2025,19:04.1
O00003474,U003029,cancelled,156.22,03-02-2024,08:19.5
O00003478,U005885,returned,184.4,28-01-2025,09:58.0
O00003481,U004989,shipped,319.44,02-02-2025,24:45.5
O00003515,U002257,shipped,986.48,02-10-2025,12:59.9
O00003518,U008030,returned,110.1,28-09-2025,47:57.6
O00003521,U003675,returned,26.54,07-11-2024,13:00.7
O00003524,U004525,shipped,261.12,25-07-2025,49:22.4
O00003527,U003794,returned,28.66,21-12-2024,12:30.3
O00003531,U008610,processing,304.56,30-03-2024,56:07.9
O00003534,U008276,processing,251.94,09-10-2024,38:51.9
O00003537,U003270,shipped,312.87,11-12-2024,33:09.7
O00003540,U005643,cancelled,61.35,03-05-2024,03:28.8
O00003543,U003347,processing,152.1,02-07-2025,32:48.5
O00003546,U006469,processing,2039.42,19-05-2025,49:04.1
O00003550,U000636,processing,513.2,31-12-2024,49:30.5
O00003553,U004691,completed,303.31,21-07-2024,47:34.1
O00003556,U004871,cancelled,82.68,17-07-2024,09:31.3
O00003559,U002237,completed,241.36,23-03-2025,43:27.7
O00003562,U000896,returned,296.43,25-11-2024,02:32.6
O00003565,U005725,processing,202.11,13-07-2025,33:02.3
O00003568,U004551,shipped,116.27,01-10-2025,10:49.8
O00003572,U007099,completed,468.57,25-05-2025,09:05.7
O00003575,U009515,completed,1328.19,03-01-2024,17:28.7
O00003578,U004529,processing,582.97,28-10-2024,53:33.3
O00003581,U000238,cancelled,26.49,13-03-2024,04:14.3
O00003584,U005837,processing,95.33,09-04-2025,29:56.5
O00003587,U007437,shipped,9.49,08-08-2025,18:19.9
O00003590,U009089,shipped,1362.77,18-06-2024,06:00.0
O00003593,U000436,cancelled,1848.24,16-09-2024,31:32.2
O00003630,U007383,cancelled,1597.1,17-11-2024,56:04.5
O00003633,U005848,completed,189.79,10-08-2024,03:23.8
O00003636,U008639,completed,29.52,24-08-2024,22:42.5
O00003640,U003867,returned,361.55,03-07-2024,52:05.8
O00003643,U002878,completed,404.68,16-06-2025,21:17.4
O00003646,U006097,returned,453.7,05-05-2025,50:01.0
O00003649,U003646,cancelled,100.81,06-12-2024,15:43.7
O00003652,U009558,shipped,72.82,25-02-2025,36:50.0
