user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
U007712,112,4,5704.45,4,5,5,455,Champions
U007713,438,1,318.51,1,2,2,122,Lost
U007714,93,1,131.75,4,2,1,421,Potential
U007715,165,1,25.73,3,2,1,321,Potential
U007716,106,2,876.1,4,3,3,433,Loyal
U007717,135,5,2392.2000000000003,4,5,5,455,Champions
U007720,338,2,473.84000000000003,2,3,2,232,At Risk
U007721,50,2,2655.01,5,3,5,535,Loyal
U007723,196,3,1389.68,3,4,4,344,Loyal
U007724,612,1,132.7,1,2,1,121,Lost
U007726,283,1,243.82,2,2,1,221,At Risk
U007727,140,3,2569.25,4,4,5,445,Champions
U007728,599,1,46.56,1,2,1,121,Lost
U007729,611,1,361.90999999999997,1,2,2,122,Lost
U007730,121,2,1423.69,4,3,4,434,Loyal
U007731,267,3,1601.29,2,4,4,244,At Risk
U007732,343,1,265.37,2,2,1,221,At Risk
U007734,23,1,852.64,5,2,3,523,Potential
U007735,234,3,1620.43,3,4,4,344,Loyal
U007736,100,1,975.1300000000001,4,2,3,423,Potential
U007737,69,1,2838.38,4,2,5,425,Potential
U007738,418,4,1984.9,1,5,4,154,Lost
U007739,217,2,898.82,3,3,3,333,Loyal
U007741,280,3,1663.02,2,4,4,244,At Risk
U007742,485,2,963.3800000000001,1,3,3,133,Lost
U007743,18,6,4262.610000000001,5,5,5,555,Champions
U007744,127,5,2882.07,4,5,5,455,Champions
U007745,73,5,496.98,4,5,2,452,Loyal
U007746,73,2,955.01,4,3,3,433,Loyal
U007747,105,3,2886.02,4,4,5,445,Champions
U007748,134,5,941.97,4,5,3,453,Loyal
U007749,198,2,382.69,3,3,2,332,Loyal
U007750,198,2,2034.81,3,3,4,334,Loyal
U007751,556,1,225.54000000000002,1,2,1,121,Lost
U007752,569,1,95.08,1,2,1,121,Lost
U007753,131,2,61.7,4,3,1,431,Loyal
U007754,19,4,3062.09,5,5,5,555,Champions
U007755,338,3,1409.75,2,4,4,244,At Risk
U007756,386,4,4740.780000000001,2,5,5,255,At Risk
U007758,260,1,273.09000000000003,2,2,1,221,At Risk
U007759,197,2,476.90999999999997,3,3,2,332,Loyal
U007761,136,3,1296.53,4,4,4,444,Champions
U007762,108,5,1816.58,4,5,4,454,Champions
U007763,143,1,50.3,4,2,1,421,Potential
U007764,542,1,69.34,1,2,1,121,Lost
U007765,155,3,711.08,3,4,3,343,Loyal
U007766,115,3,1898.26,4,4,4,444,Champions
U007767,200,1,1915.91,3,2,4,324,Potential
U007768,320,1,134.22,2,2,1,221,At Risk
U007769,496,1,794.37,1,2,3,123,Lost
U007770,120,1,202.84,4,2,1,421,Potential
U007771,47,2,72.21000000000001,5,3,1,531,Loyal
U007772,63,1,413.14,5,2,2,522,Potential
U007773,286,3,652.1700000000001,2,4,2,242,At Risk
U007774,2,3,1622.61,5,4,4,544,Champions
U007775,171,2,270.16999999999996,3,3,1,331,Loyal
U007776,116,3,2641.15,4,4,5,445,Champions
U007777,282,4,912.7299999999999,2,5,3,253,At Risk
U007778,251,1,339.49,3,2,2,322,Potential
U007779,264,2,514.04,2,3,2,232,At Risk
U007780,248,2,1459.77,3,3,4,334,Loyal
U007781,453,2,126.21000000000001,1,3,1,131,Lost
U007782,358,2,197.12,2,3,1,231,At Risk
U007783,190,3,981.75,3,4,3,343,Loyal
U007784,198,2,397.95,3,3,2,332,Loyal
U007785,188,5,3038.7400000000002,3,5,5,355,Loyal
U007786,196,2,921.05,3,3,3,333,Loyal
U007787,39,2,373.59000000000003,5,3,2,532,Loyal
U007788,99,2,8016.85,4,3,5,435,Loyal
U007789,72,1,372.96000000000004,4,2,2,422,Potential
U007790,380,1,448.63,2,2,2,222,At Risk
U007791,84,2,2409.01,4,3,5,435,Loyal
U007792,180,2,113.07999999999998,3,3,1,331,Loyal
U007793,523,1,4378.030000000001,1,2,5,125,Lost
U007794,193,3,1954.72,3,4,4,344,Loyal
U007796,510,1,100.06,1,2,1,121,Lost
U007797,15,1,50.83,5,2,1,521,Potential
U007798,208,3,581.65,3,4,2,342,Loyal
U007799,491,1,15.22,1,2,1,121,Lost
U007800,110,1,25.97,4,2,1,421,Potential
U007801,39,1,52.06,5,2,1,521,Potential
U007802,169,1,42.76,3,2,1,321,Potential
U007804,141,2,836.3,4,3,3,433,Loyal
U007805,154,4,894.29,3,5,3,353,Loyal
U007806,176,2,953.88,3,3,3,333,Loyal
U007807,433,2,524.39,1,3,2,132,Lost
U007811,456,2,841.82,1,3,3,133,Lost
U007812,535,1,127.52,1,2,1,121,Lost
U007813,29,4,2941.86,5,5,5,555,Champions
U007814,5,5,2700.64,5,5,5,555,Champions
U007815,222,3,1846.76,3,4,4,344,Loyal
U007816,386,3,576.23,2,4,2,242,At Risk
U007817,425,1,504.15,1,2,2,122,Lost
U007818,52,2,1066.96,5,3,3,533,Loyal
U007820,364,1,443.71000000000004,2,2,2,222,At Risk
U007821,625,1,633.5,1,2,2,122,Lost
U007822,102,3,1684.05,4,4,4,444,Champions
U007825,151,2,969.3,3,3,3,333,Loyal
U007827,53,6,1790.1100000000001,5,5,4,554,Champions
U007828,3,3,2046.15,5,4,4,544,Champions
U007829,243,4,593.6999999999999,3,5,2,352,Loyal
U007831,293,4,2894.87,2,5,5,255,At Risk
U007832,88,3,3217.08,4,4,5,445,Champions
U007833,4,6,2925.83,5,5,5,555,Champions
U007834,18,4,1593.02,5,5,4,554,Champions
U007835,158,4,1540.05,3,5,4,354,Loyal
U007836,179,4,1636.13,3,5,4,354,Loyal
U007837,23,2,1459.38,5,3,4,534,Loyal
U007838,455,4,2027.97,1,5,4,154,Lost
U007839,306,2,3056.83,2,3,5,235,At Risk
U007840,135,1,68.81,4,2,1,421,Potential
U007841,0,3,1203.1,5,4,3,543,Loyal
U007842,234,2,380.49,3,3,2,332,Loyal
U007843,400,1,115.37,2,2,1,221,At Risk
U007844,129,2,2911.11,4,3,5,435,Loyal
U007846,500,1,11.83,1,2,1,121,Lost
U007849,319,1,341.49,2,2,2,222,At Risk
U007850,226,2,296.99,3,3,2,332,Loyal
U007851,439,1,149.44,1,2,1,121,Lost
U007852,261,1,176.16,2,2,1,221,At Risk
U007854,146,3,4660.61,4,4,5,445,Champions
U007855,89,3,347.52,4,4,2,442,Loyal
U007856,9,4,2541.58,5,5,5,555,Champions
U007858,650,1,778.39,1,2,3,123,Lost
U007860,185,3,301.37,3,4,2,342,Loyal
U007862,611,1,87.3,1,2,1,121,Lost
U007863,164,2,466.53,3,3,2,332,Loyal
U007864,305,2,958.27,2,3,3,233,At Risk
U007865,216,2,130.75,3,3,1,331,Loyal
U007866,251,3,633.28,3,4,2,342,Loyal
U007867,289,3,2939.45,2,4,5,245,At Risk
U007868,17,1,388.11,5,2,2,522,Potential
U007869,241,3,2219.23,3,4,4,344,Loyal
U007870,244,2,1092.83,3,3,3,333,Loyal
U007871,10,4,2910.23,5,5,5,555,Champions
U007872,92,5,835.79,4,5,3,453,Loyal
U007873,484,1,188.48,1,2,1,121,Lost
U007874,101,3,4347.59,4,4,5,445,Champions
U007875,408,3,5964.67,2,4,5,245,At Risk
U007876,145,2,2088.08,4,3,4,434,Loyal
U007877,84,2,213.65,4,3,1,431,Loyal
U007878,77,3,1245.95,4,4,3,443,Loyal
U007879,330,1,34.78,2,2,1,221,At Risk
U007880,69,4,3376.91,4,5,5,455,Champions
U007881,9,5,5086.66,5,5,5,555,Champions
U007882,250,3,1019.28,3,4,3,343,Loyal
U007884,171,3,979.5699999999999,3,4,3,343,Loyal
U007885,26,2,659.0899999999999,5,3,2,532,Loyal
U007886,15,1,532.8299999999999,5,2,2,522,Potential
U007887,106,3,921.99,4,4,3,443,Loyal
U007888,359,2,443.77,2,3,2,232,At Risk
U007889,19,3,1215.33,5,4,3,543,Loyal
U007890,24,4,4612.95,5,5,5,555,Champions
U007891,81,2,106.55,4,3,1,431,Loyal
U007892,53,2,1570.95,5,3,4,534,Loyal
U007894,196,1,1882.1200000000001,3,2,4,324,Potential
U007896,591,1,19.24,1,2,1,121,Lost
U007897,96,2,2805.12,4,3,5,435,Loyal
U007898,65,2,270.95,5,3,1,531,Loyal
U007899,72,4,1616.28,4,5,4,454,Champions
U007900,533,2,554.38,1,3,2,132,Lost
U007901,266,4,5685.54,2,5,5,255,At Risk
U007902,282,3,659.73,2,4,2,242,At Risk
U007903,361,1,23.380000000000003,2,2,1,221,At Risk
U007904,225,2,557.99,3,3,2,332,Loyal
U007905,447,2,948.07,1,3,3,133,Lost
U007906,42,4,1116.75,5,5,3,553,Loyal
U007907,253,2,244.38,2,3,1,231,At Risk
U007909,283,7,2149.16,2,5,4,254,At Risk
U007910,69,2,1352.38,4,3,4,434,Loyal
U007912,96,4,2034.8700000000001,4,5,4,454,Champions
U007913,63,5,2991.2400000000002,5,5,5,555,Champions
U007915,446,2,192.45000000000002,1,3,1,131,Lost
U007918,144,1,763.59,4,2,3,423,Potential
U007919,623,1,1156.3400000000001,1,2,3,123,Lost
U007920,370,1,365.66,2,2,2,222,At Risk
U007923,37,3,747.5799999999999,5,4,3,543,Loyal
U007924,175,4,1541.66,3,5,4,354,Loyal
U007925,50,1,293.07,5,2,2,522,Potential
U007926,45,4,1519.24,5,5,4,554,Champions
U007927,105,2,430.05,4,3,2,432,Loyal
U007928,23,3,838.6800000000001,5,4,3,543,Loyal
U007930,103,9,8947.98,4,5,5,455,Champions
U007931,143,1,602.81,4,2,2,422,Potential
U007933,446,4,2523.38,1,5,5,155,Lost
U007936,27,2,267.05,5,3,1,531,Loyal
U007937,184,2,798.6800000000001,3,3,3,333,Loyal
U007938,213,1,424.57,3,2,2,322,Potential
U007940,114,2,514.95,4,3,2,432,Loyal
U007941,52,2,668.55,5,3,2,532,Loyal
U007943,583,1,13.6,1,2,1,121,Lost
U007944,143,2,1231.58,4,3,3,433,Loyal
U007945,60,2,418.40999999999997,5,3,2,532,Loyal
U007946,576,1,18.77,1,2,1,121,Lost
U007947,67,4,1586.0,4,5,4,454,Champions
U007948,150,1,917.02,3,2,3,323,Potential
U007949,575,3,2660.28,1,4,5,145,Lost
U007950,187,2,5001.97,3,3,5,335,Loyal
U007951,418,3,2746.14,1,4,5,145,Lost
U007952,341,2,494.17999999999995,2,3,2,232,At Risk
U007953,108,2,504.44,4,3,2,432,Loyal
U007954,532,2,274.96000000000004,1,3,1,131,Lost
U007956,161,4,1835.8600000000001,3,5,4,354,Loyal
U007957,251,5,2708.73,3,5,5,355,Loyal
U007958,68,2,566.35,4,3,2,432,Loyal
U007959,279,1,133.71,2,2,1,221,At Risk
U007961,5,3,2981.88,5,4,5,545,Champions
U007962,279,2,918.54,2,3,3,233,At Risk
U007963,205,2,205.87,3,3,1,331,Loyal
U007964,140,2,444.83,4,3,2,432,Loyal
U007965,49,3,1570.08,5,4,4,544,Champions
U007968,505,1,2208.7,1,2,4,124,Lost
U007969,94,2,490.57000000000005,4,3,2,432,Loyal
U007970,506,1,44.57,1,2,1,121,Lost
U007971,44,3,1619.7,5,4,4,544,Champions
U007972,216,2,1862.4800000000002,3,3,4,334,Loyal
U007973,280,1,847.4200000000001,2,2,3,223,At Risk
U007974,569,2,1755.1699999999998,1,3,4,134,Lost
U007975,237,4,2082.91,3,5,4,354,Loyal
U007977,192,6,1062.05,3,5,3,353,Loyal
U007978,218,4,1247.82,3,5,3,353,Loyal
U007979,98,2,2665.06,4,3,5,435,Loyal
U007980,17,1,40.72,5,2,1,521,Potential
U007981,34,3,846.23,5,4,3,543,Loyal
U007982,13,5,847.96,5,5,3,553,Loyal
U007983,401,1,156.69,2,2,1,221,At Risk
U007985,74,1,442.26,4,2,2,422,Potential
U007986,508,2,2292.84,1,3,5,135,Lost
U007987,554,2,2231.67,1,3,4,134,Lost
U007988,417,1,479.08000000000004,1,2,2,122,Lost
U007989,657,1,299.66,1,2,2,122,Lost
U007991,262,2,626.35,2,3,2,232,At Risk
U007992,554,2,1218.68,1,3,3,133,Lost
U007993,219,1,181.15,3,2,1,321,Potential
U007994,464,2,1969.87,1,3,4,134,Lost
U007995,370,1,361.4,2,2,2,222,At Risk
U007996,376,3,460.5,2,4,2,242,At Risk
U007997,343,2,700.45,2,3,3,233,At Risk
U007998,288,2,2445.48,2,3,5,235,At Risk
U007999,431,1,107.75999999999999,1,2,1,121,Lost
U008000,514,2,572.74,1,3,2,132,Lost
U008001,48,1,210.96,5,2,1,521,Potential
U008002,380,4,1217.27,2,5,3,253,At Risk
U008003,182,2,705.98,3,3,3,333,Loyal
U008004,148,4,2637.9,3,5,5,355,Loyal
U008005,302,2,1700.22,2,3,4,234,At Risk
U008006,98,3,461.25,4,4,2,442,Loyal
U008010,403,1,65.13,2,2,1,221,At Risk
U008011,204,5,2313.63,3,5,5,355,Loyal
U008012,498,2,1021.65,1,3,3,133,Lost
U008013,100,4,1833.51,4,5,4,454,Champions
U008014,46,5,527.77,5,5,2,552,Loyal
U008015,52,4,2982.42,5,5,5,555,Champions
U008016,290,2,565.0799999999999,2,3,2,232,At Risk
U008017,353,3,334.04,2,4,2,242,At Risk
U008018,84,2,1817.06,4,3,4,434,Loyal
U008019,303,2,665.8100000000001,2,3,2,232,At Risk
U008021,579,1,215.62,1,2,1,121,Lost
U008022,142,3,3069.6000000000004,4,4,5,445,Champions
U008023,145,2,664.2,4,3,2,432,Loyal
U008024,331,4,1722.1100000000001,2,5,4,254,At Risk
U008025,139,4,2357.19,4,5,5,455,Champions
U008027,340,2,339.86,2,3,2,232,At Risk
U008029,83,3,836.72,4,4,3,443,Loyal
U008030,10,2,1231.01,5,3,3,533,Loyal
U008031,682,1,150.31,1,2,1,121,Lost
U008032,190,2,671.09,3,3,3,333,Loyal
U008033,104,3,7096.119999999999,4,4,5,445,Champions
U008035,5,4,3677.83,5,5,5,555,Champions
U008036,246,2,1563.79,3,3,4,334,Loyal
U008037,57,4,4507.969999999999,5,5,5,555,Champions
U008038,34,3,1913.91,5,4,4,544,Champions
U008039,325,1,165.89,2,2,1,221,At Risk
U008042,73,3,842.53,4,4,3,443,Loyal
U008043,587,1,123.36,1,2,1,121,Lost
U008044,43,3,844.3199999999999,5,4,3,543,Loyal
U008045,657,1,15.62,1,2,1,121,Lost
U008046,36,2,1159.81,5,3,3,533,Loyal
U008048,83,4,1822.79,4,5,4,454,Champions
U008049,12,4,778.06,5,5,3,553,Loyal
U008050,248,2,298.77,3,3,2,332,Loyal
U008051,111,4,925.57,4,5,3,453,Loyal
U008052,198,2,87.87,3,3,1,331,Loyal
U008053,125,2,108.81,4,3,1,431,Loyal
U008054,76,4,1925.67,4,5,4,454,Champions
U008055,39,2,1216.63,5,3,3,533,Loyal
U008056,632,1,87.88,1,2,1,121,Lost
U008057,217,3,1088.74,3,4,3,343,Loyal
U008058,116,5,3443.38,4,5,5,455,Champions
U008059,315,3,540.38,2,4,2,242,At Risk
U008060,51,2,343.93,5,3,2,532,Loyal
U008061,275,3,932.5600000000001,2,4,3,243,At Risk
U008062,611,1,402.72,1,2,2,122,Lost
U008063,41,3,4439.82,5,4,5,545,Champions
U008064,2,1,2624.1,5,2,5,525,Potential
U008065,576,1,396.35,1,2,2,122,Lost
U008066,71,2,682.92,4,3,3,433,Loyal
U008067,562,1,538.48,1,2,2,122,Lost
U008068,13,4,1154.25,5,5,3,553,Loyal
U008069,241,1,164.07,3,2,1,321,Potential
U008071,103,2,1645.8,4,3,4,434,Loyal
U008072,267,3,5682.169999999999,2,4,5,245,At Risk
U008073,11,2,2974.73,5,3,5,535,Loyal
U008074,139,3,2040.42,4,4,4,444,Champions
U008076,43,1,801.98,5,2,3,523,Potential
U008077,53,2,738.75,5,3,3,533,Loyal
U008078,545,1,119.52,1,2,1,121,Lost
U008079,101,2,4427.150000000001,4,3,5,435,Loyal
U008080,5,2,6442.5,5,3,5,535,Loyal
U008081,146,1,294.72,4,2,2,422,Potential
U008082,22,3,452.72,5,4,2,542,Loyal
U008083,8,2,410.22,5,3,2,532,Loyal
U008084,439,2,1621.92,1,3,4,134,Lost
U008085,91,4,3673.05,4,5,5,455,Champions
U008086,41,3,1262.3,5,4,4,544,Champions
U008087,100,4,878.93,4,5,3,453,Loyal
U008088,36,5,4346.49,5,5,5,555,Champions
U008089,208,3,2147.96,3,4,4,344,Loyal
U008090,277,3,345.15,2,4,2,242,At Risk
U008091,27,5,3422.86,5,5,5,555,Champions
U008092,468,4,2640.4,1,5,5,155,Lost
U008093,383,2,155.56,2,3,1,231,At Risk
U008094,508,1,377.23,1,2,2,122,Lost
U008095,143,5,2977.4900000000002,4,5,5,455,Champions
U008096,60,3,2029.24,5,4,4,544,Champions
U008097,412,3,1586.09,1,4,4,144,Lost
U008098,65,2,1642.61,5,3,4,534,Loyal
U008099,59,4,2386.51,5,5,5,555,Champions
U008100,578,1,77.34,1,2,1,121,Lost
U008103,502,1,1286.75,1,2,4,124,Lost
U008104,1,6,4406.33,5,5,5,555,Champions
U008105,571,1,29.76,1,2,1,121,Lost
U008106,154,1,57.46,3,2,1,321,Potential
U008107,18,2,1941.13,5,3,4,534,Loyal
U008108,156,1,1203.98,3,2,3,323,Potential
U008109,42,3,653.29,5,4,2,542,Loyal
U008110,232,2,2071.9700000000003,3,3,4,334,Loyal
U008113,172,4,2560.79,3,5,5,355,Loyal
U008114,169,3,269.45,3,4,1,341,Loyal
U008115,121,3,1634.82,4,4,4,444,Champions
U008116,387,1,219.57999999999998,2,2,1,221,At Risk
U008117,127,1,421.29999999999995,4,2,2,422,Potential
U008118,507,1,118.62,1,2,1,121,Lost
U008119,103,3,105.67,4,4,1,441,Loyal
U008120,362,2,762.29,2,3,3,233,At Risk
U008121,546,1,2373.89,1,2,5,125,Lost
U008123,426,4,3897.98,1,5,5,155,Lost
U008124,41,6,2671.6400000000003,5,5,5,555,Champions
U008125,274,1,302.31,2,2,2,222,At Risk
U008126,161,2,720.0,3,3,3,333,Loyal
U008127,122,3,3729.58,4,4,5,445,Champions
U008128,536,1,210.96,1,2,1,121,Lost
U008130,118,2,1539.47,4,3,4,434,Loyal
U008131,358,3,1073.75,2,4,3,243,At Risk
U008132,512,1,1182.8600000000001,1,2,3,123,Lost
U008133,94,3,1048.65,4,4,3,443,Loyal
U008134,4,6,6224.71,5,5,5,555,Champions
U008135,144,1,18.0,4,2,1,421,Potential
U008136,116,3,734.9399999999999,4,4,3,443,Loyal
U008137,196,2,373.27000000000004,3,3,2,332,Loyal
U008138,224,2,1942.06,3,3,4,334,Loyal
U008139,160,2,1716.65,3,3,4,334,Loyal
U008140,43,6,1391.13,5,5,4,554,Champions
U008141,284,2,5329.28,2,3,5,235,At Risk
U008142,245,3,4724.44,3,4,5,345,Loyal
U008143,647,2,279.12,1,3,2,132,Lost
U008144,218,2,2579.9300000000003,3,3,5,335,Loyal
U008145,122,2,689.89,4,3,3,433,Loyal
U008146,266,3,2173.63,2,4,4,244,At Risk
U008147,473,2,319.75,1,3,2,132,Lost
U008148,145,3,1049.01,4,4,3,443,Loyal
U008149,280,2,549.26,2,3,2,232,At Risk
U008150,616,1,559.2,1,2,2,122,Lost
U008151,473,3,2699.04,1,4,5,145,Lost
U008152,217,3,3857.9,3,4,5,345,Loyal
U008153,36,1,79.47,5,2,1,521,Potential
U008154,429,2,499.27,1,3,2,132,Lost
U008156,6,3,1997.31,5,4,4,544,Champions
U008157,278,2,314.46,2,3,2,232,At Risk
U008158,201,1,272.05,3,2,1,321,Potential
U008159,167,4,2903.49,3,5,5,355,Loyal
U008160,273,1,598.78,2,2,2,222,At Risk
U008161,516,1,237.26000000000002,1,2,1,121,Lost
U008162,172,5,1118.91,3,5,3,353,Loyal
U008163,15,6,2316.17,5,5,5,555,Champions
U008164,218,3,4322.19,3,4,5,345,Loyal
U008165,451,1,126.29,1,2,1,121,Lost
U008166,86,3,577.56,4,4,2,442,Loyal
U008167,216,1,371.6,3,2,2,322,Potential
U008168,434,4,1547.75,1,5,4,154,Lost
U008169,122,1,133.83,4,2,1,421,Potential
U008171,101,6,915.3,4,5,3,453,Loyal
U008172,91,1,140.37,4,2,1,421,Potential
U008173,379,1,797.97,2,2,3,223,At Risk
U008174,13,5,1502.38,5,5,4,554,Champions
U008176,23,2,885.03,5,3,3,533,Loyal
U008178,302,2,1447.04,2,3,4,234,At Risk
U008179,328,5,2266.92,2,5,5,255,At Risk
U008181,17,5,1159.93,5,5,3,553,Loyal
U008182,32,3,1648.52,5,4,4,544,Champions
U008183,127,1,361.46,4,2,2,422,Potential
U008184,22,5,4860.37,5,5,5,555,Champions
U008185,113,4,3572.8700000000003,4,5,5,455,Champions
U008188,37,4,2495.27,5,5,5,555,Champions
U008189,106,2,472.57,4,3,2,432,Loyal
U008190,453,2,785.9300000000001,1,3,3,133,Lost
U008192,192,4,1883.49,3,5,4,354,Loyal
U008193,531,1,2615.76,1,2,5,125,Lost
U008194,351,2,1179.12,2,3,3,233,At Risk
U008195,426,1,958.8,1,2,3,123,Lost
U008196,27,1,1233.14,5,2,3,523,Potential
U008197,12,2,1153.71,5,3,3,533,Loyal
U008198,120,2,80.0,4,3,1,431,Loyal
U008200,321,2,2570.82,2,3,5,235,At Risk
U008201,28,2,306.38,5,3,2,532,Loyal
U008202,108,4,3092.73,4,5,5,455,Champions
U008203,33,2,133.69,5,3,1,531,Loyal
U008204,309,3,604.31,2,4,2,242,At Risk
U008205,321,1,1704.42,2,2,4,224,At Risk
U008206,111,2,1149.97,4,3,3,433,Loyal
U008207,151,4,1614.37,3,5,4,354,Loyal
U008208,599,1,86.47,1,2,1,121,Lost
U008209,126,4,2112.43,4,5,4,454,Champions
U008210,471,1,1125.37,1,2,3,123,Lost
U008211,488,1,51.94,1,2,1,121,Lost
U008212,35,1,3803.31,5,2,5,525,Potential
U008213,156,2,1783.75,3,3,4,334,Loyal
U008214,172,2,757.98,3,3,3,333,Loyal
U008215,114,2,2241.15,4,3,4,434,Loyal
U008216,197,2,268.7,3,3,1,331,Loyal
U008217,276,1,667.59,2,2,2,222,At Risk
U008218,242,2,758.48,3,3,3,333,Loyal
U008219,82,4,793.65,4,5,3,453,Loyal
U008221,170,2,418.52,3,3,2,332,Loyal
U008222,96,3,2600.03,4,4,5,445,Champions
U008223,221,2,596.97,3,3,2,332,Loyal
U008224,273,2,619.0899999999999,2,3,2,232,At Risk
U008226,79,3,1564.21,4,4,4,444,Champions
U008227,12,2,1683.2800000000002,5,3,4,534,Loyal
U008229,148,4,585.9,3,5,2,352,Loyal
U008230,22,4,425.93,5,5,2,552,Loyal
U008231,42,2,1864.46,5,3,4,534,Loyal
U008232,22,2,1921.73,5,3,4,534,Loyal
U008233,437,1,51.46,1,2,1,121,Lost
U008234,111,1,336.06,4,2,2,422,Potential
U008235,235,1,652.71,3,2,2,322,Potential
U008236,19,3,2778.7200000000003,5,4,5,545,Champions
U008237,208,1,265.85,3,2,1,321,Potential
U008238,656,1,438.09999999999997,1,2,2,122,Lost
U008239,136,3,339.18,4,4,2,442,Loyal
U008240,586,1,78.3,1,2,1,121,Lost
U008242,10,3,1901.03,5,4,4,544,Champions
U008243,171,2,3042.93,3,3,5,335,Loyal
U008245,353,2,4704.38,2,3,5,235,At Risk
U008246,412,3,1127.66,1,4,3,143,Lost
U008248,131,2,953.88,4,3,3,433,Loyal
U008249,66,2,271.73,5,3,1,531,Loyal
U008250,361,2,251.66,2,3,1,231,At Risk
U008251,24,2,86.5,5,3,1,531,Loyal
U008252,367,2,1337.18,2,3,4,234,At Risk
U008253,613,2,3984.76,1,3,5,135,Lost
U008254,6,2,1404.69,5,3,4,534,Loyal
U008255,222,1,26.74,3,2,1,321,Potential
U008256,71,5,1136.2,4,5,3,453,Loyal
U008257,209,3,572.71,3,4,2,342,Loyal
U008258,54,3,918.9199999999998,5,4,3,543,Loyal
U008259,390,1,1468.38,2,2,4,224,At Risk
U008260,42,2,1646.4900000000002,5,3,4,534,Loyal
U008261,233,3,2845.2799999999997,3,4,5,345,Loyal
U008263,54,2,551.47,5,3,2,532,Loyal
U008264,12,4,5348.54,5,5,5,555,Champions
U008265,326,2,1497.34,2,3,4,234,At Risk
U008266,67,1,376.31,4,2,2,422,Potential
U008267,63,4,1403.57,5,5,4,554,Champions
U008268,135,7,5839.8,4,5,5,455,Champions
U008269,83,4,2296.05,4,5,5,455,Champions
U008270,483,1,36.34,1,2,1,121,Lost
U008272,529,1,1841.22,1,2,4,124,Lost
U008273,529,1,73.9,1,2,1,121,Lost
U008274,104,2,900.03,4,3,3,433,Loyal
U008275,215,4,3257.43,3,5,5,355,Loyal
U008276,10,6,1525.99,5,5,4,554,Champions
U008277,18,1,935.89,5,2,3,523,Potential
U008278,92,2,568.39,4,3,2,432,Loyal
U008279,447,1,213.0,1,2,1,121,Lost
U008280,234,2,316.25,3,3,2,332,Loyal
U008281,292,3,338.51,2,4,2,242,At Risk
U008282,239,3,826.6,3,4,3,343,Loyal
U008283,238,4,1832.6599999999999,3,5,4,354,Loyal
U008284,18,2,1391.04,5,3,4,534,Loyal
U008285,374,1,201.36,2,2,1,221,At Risk
U008286,274,2,1053.36,2,3,3,233,At Risk
U008287,91,2,270.62,4,3,1,431,Loyal
U008288,298,2,2450.97,2,3,5,235,At Risk
U008289,509,2,600.98,1,3,2,132,Lost
U008290,10,2,1654.69,5,3,4,534,Loyal
U008291,387,2,1587.85,2,3,4,234,At Risk
U008292,31,2,371.33,5,3,2,532,Loyal
U008293,7,1,4110.41,5,2,5,525,Potential
U008294,240,2,182.32999999999998,3,3,1,331,Loyal
U008295,40,5,1251.53,5,5,3,553,Loyal
U008296,547,1,2395.23,1,2,5,125,Lost
U008297,392,2,530.3,2,3,2,232,At Risk
U008298,384,2,2865.3,2,3,5,235,At Risk
U008299,130,4,2628.6,4,5,5,455,Champions
U008300,548,1,541.6899999999999,1,2,2,122,Lost
U008301,428,1,369.92,1,2,2,122,Lost
U008302,223,3,781.26,3,4,3,343,Loyal
U008303,184,2,165.76999999999998,3,3,1,331,Loyal
U008304,442,2,794.44,1,3,3,133,Lost
U008305,573,1,108.57,1,2,1,121,Lost
U008307,670,1,276.47,1,2,1,121,Lost
U008308,376,1,242.79,2,2,1,221,At Risk
U008309,379,3,4133.28,2,4,5,245,At Risk
U008310,418,1,467.22,1,2,2,122,Lost
U008311,174,2,1053.67,3,3,3,333,Loyal
U008312,397,3,1736.4,2,4,4,244,At Risk
U008313,261,4,412.96000000000004,2,5,2,252,At Risk
U008314,228,2,559.79,3,3,2,332,Loyal
U008315,246,2,182.73000000000002,3,3,1,331,Loyal
U008316,613,1,856.9,1,2,3,123,Lost
U008317,149,2,862.72,3,3,3,333,Loyal
U008319,65,3,2604.9900000000002,5,4,5,545,Champions
U008320,537,2,219.86,1,3,1,131,Lost
U008321,456,1,2.83,1,2,1,121,Lost
U008322,243,1,27.24,3,2,1,321,Potential
U008323,228,1,163.19,3,2,1,321,Potential
U008324,343,2,493.87,2,3,2,232,At Risk
U008325,89,1,1146.85,4,2,3,423,Potential
U008326,106,4,1533.92,4,5,4,454,Champions
U008327,255,1,134.17,2,2,1,221,At Risk
U008328,28,2,791.49,5,3,3,533,Loyal
U008329,491,1,9.74,1,2,1,121,Lost
U008330,409,1,1584.58,1,2,4,124,Lost
U008331,309,3,364.59000000000003,2,4,2,242,At Risk
U008332,613,1,472.32,1,2,2,122,Lost
U008333,517,2,930.54,1,3,3,133,Lost
U008335,93,4,2944.41,4,5,5,455,Champions
U008336,508,1,72.21,1,2,1,121,Lost
U008337,586,1,321.48,1,2,2,122,Lost
U008338,59,4,2503.62,5,5,5,555,Champions
U008339,159,2,695.84,3,3,3,333,Loyal
U008340,155,2,1569.55,3,3,4,334,Loyal
U008341,200,1,65.06,3,2,1,321,Potential
U008342,86,3,891.0600000000001,4,4,3,443,Loyal
